Date,Notes,Zip_76574,Zip_78605,Zip_78610,Zip_78612,Zip_78613,Zip_78615,Zip_78616,Zip_78617,Zip_78620,Zip_78621,Zip_78626,Zip_78628,Zip_78634,Zip_78640,Zip_78641,Zip_78642,Zip_78644,Zip_78645,Zip_78652,Zip_78653,Zip_78654,Zip_78660,Zip_78663,Zip_78664,Zip_78665,Zip_78669,Zip_78681,Zip_78701,Zip_78702,Zip_78703,Zip_78704,Zip_78705,Zip_78712,Zip_78717,Zip_78719,Zip_78721,Zip_78722,Zip_78723,Zip_78724,Zip_78725,Zip_78726,Zip_78727,Zip_78728,Zip_78729,Zip_78730,Zip_78731,Zip_78732,Zip_78733,Zip_78734,Zip_78735,Zip_78736,Zip_78737,Zip_78738,Zip_78739,Zip_78741,Zip_78742,Zip_78744,Zip_78745,Zip_78746,Zip_78747,Zip_78748,Zip_78749,Zip_78750,Zip_78751,Zip_78752,Zip_78753,Zip_78754,Zip_78756,Zip_78757,Zip_78758,Zip_78759,FID
2020/07/21 17:00:00+00,,1,0,54,23,66,2,6,594,3,152,10,2,4,24,51,0,4,57,73,510,2,1315,0,46,9,50,22,180,454,181,622,262,2,64,43,247,106,536,798,244,97,229,296,104,32,188,76,51,156,176,81,55,131,74,1252,28,1381,757,203,430,733,253,224,115,499,1342,474,65,233,1072,284,174
2020/07/22 17:00:00+00,,1,0,50,24,61,2,5,608,3,154,7,2,4,11,55,0,2,58,76,523,2,1331,0,44,6,53,22,181,462,187,635,269,2,66,44,250,109,553,812,248,99,234,304,104,34,193,77,51,163,178,84,54,134,75,1273,29,1397,770,204,441,748,257,223,116,513,1356,485,66,237,1092,289,175
2020/07/23 17:00:00+00,,0,0,51,23,60,2,5,615,3,155,7,2,4,14,55,0,2,61,79,532,2,1344,0,44,7,54,23,185,471,194,650,277,2,67,44,251,110,561,815,253,100,238,306,105,34,199,78,50,166,182,86,55,136,75,1288,29,1415,782,206,446,756,259,222,122,517,1374,489,66,239,1098,296,176
2020/07/24 17:00:00+00,,0,0,48,23,61,2,6,627,3,155,2,0,4,13,55,0,2,62,82,543,2,1356,0,45,7,54,21,186,476,196,657,281,2,69,45,253,116,573,829,257,101,240,312,102,37,201,80,50,169,183,87,54,136,77,1303,29,1439,789,207,452,763,264,223,126,524,1396,504,67,240,1113,304,177
2020/07/25 17:00:00+00,,0,0,50,23,64,2,5,635,3,159,3,0,4,14,55,0,2,62,82,552,2,1371,0,46,7,55,24,187,480,199,662,283,2,70,49,259,117,578,843,257,102,241,316,103,37,203,86,50,172,183,87,55,138,77,1316,29,1449,795,207,461,769,266,224,126,526,1416,513,68,241,1126,307,178
2020/07/26 17:00:00+00,,0,0,50,23,65,2,5,637,3,159,3,0,4,14,55,0,2,63,83,554,2,1379,0,46,7,53,25,187,483,200,667,285,2,69,50,263,119,580,846,259,104,241,316,103,38,203,86,50,172,183,87,55,138,77,1322,29,1452,798,208,462,773,270,223,126,529,1420,513,68,242,1132,308,179
2020/07/27 17:00:00+00,,0,0,50,23,65,2,5,645,3,163,3,0,4,14,55,0,2,63,84,560,2,1396,0,48,7,54,25,189,490,201,673,286,2,69,50,265,121,589,858,266,107,244,318,104,40,212,89,51,175,185,89,55,138,78,1331,31,1471,804,210,466,777,271,225,129,534,1439,520,70,247,1153,314,180
2020/07/28 17:00:00+00,,0,0,49,17,63,2,4,651,3,159,2,0,4,9,58,0,2,70,89,589,2,1435,0,48,7,58,20,192,499,214,687,292,3,68,49,268,129,604,869,276,109,252,326,106,41,216,92,53,190,192,90,57,142,82,1356,31,1491,820,216,475,793,278,215,131,544,1453,530,71,257,1167,326,181
2020/07/29 17:00:00+00,,0,0,49,18,63,3,4,652,4,160,2,0,4,10,56,0,2,69,85,587,3,1436,0,47,8,55,21,197,501,212,684,292,2,69,49,272,129,607,874,275,109,253,329,106,41,214,91,55,190,192,91,57,140,83,1380,31,1507,820,215,477,793,276,215,130,540,1456,529,72,256,1175,326,182
2020/07/30 17:00:00+00,,0,0,51,18,63,3,4,659,4,161,3,0,4,9,56,0,2,69,87,600,3,1455,0,49,8,56,22,196,506,213,688,293,2,72,49,273,128,617,898,278,110,252,334,107,41,215,92,55,196,192,90,64,140,84,1403,31,1534,833,216,481,797,278,218,141,552,1472,544,72,257,1201,328,183
2020/07/31 17:00:00+00,,0,0,51,18,63,3,4,678,4,163,2,0,4,9,56,0,2,69,87,616,3,1476,0,48,7,56,22,196,509,213,696,297,2,72,49,275,127,625,926,283,111,253,338,107,41,215,93,57,202,191,92,65,142,85,1424,33,1563,839,219,485,803,280,218,142,556,1497,554,72,261,1224,332,184
2020/08/01 17:00:00+00,,0,0,51,18,63,3,4,697,4,164,2,0,5,9,56,0,2,70,87,620,3,1493,0,48,7,56,22,196,513,213,701,298,2,74,50,277,128,631,940,290,111,256,340,107,41,215,93,57,204,191,93,65,144,85,1442,33,1587,849,219,487,807,283,219,143,561,1514,560,72,265,1253,335,185
2020/08/02 17:00:00+00,,0,0,51,18,63,3,4,706,4,165,3,0,4,9,56,0,2,71,87,641,3,1530,0,49,7,56,22,197,523,214,709,298,2,71,51,279,128,636,958,300,112,257,343,107,41,216,94,57,205,193,93,65,145,85,1456,33,1609,857,224,492,810,284,219,143,563,1537,570,73,267,1266,336,186
2020/08/03 17:00:00+00,,0,0,52,19,63,3,4,732,4,167,3,0,4,9,56,0,2,72,87,654,3,1554,0,50,7,57,23,198,532,215,712,299,2,71,52,286,128,646,990,309,113,257,347,109,41,217,95,59,210,194,94,65,145,85,1481,34,1641,864,222,501,816,288,219,146,569,1567,582,74,273,1293,337,187
2020/08/04 17:00:00+00,,0,0,53,20,63,3,4,738,4,172,3,0,4,9,56,0,2,73,88,667,3,1579,0,51,7,57,23,200,537,216,723,304,2,71,53,292,129,652,996,312,116,260,352,109,41,221,96,61,210,194,94,66,147,85,1496,34,1660,871,223,504,820,292,218,149,578,1595,593,75,290,1311,341,188
2020/08/05 17:00:00+00,,0,0,52,20,65,3,4,741,3,174,3,0,4,9,58,1,2,73,88,676,3,1604,0,51,7,56,24,201,543,218,729,311,2,72,53,293,130,660,1000,317,116,261,356,110,41,224,97,60,214,197,95,66,148,85,1511,34,1669,879,228,507,826,295,222,150,583,1611,602,76,293,1319,342,189
2020/08/06 17:00:00+00,,0,0,53,20,64,3,4,749,3,175,2,0,4,9,57,1,2,74,88,689,3,1631,0,52,7,57,25,204,550,224,736,320,2,72,54,297,132,664,1010,318,117,264,357,110,41,226,95,61,215,198,96,66,149,85,1515,34,1691,902,232,510,838,299,223,152,584,1623,605,77,296,1329,350,190
2020/08/07 17:00:00+00,,0,0,61,20,65,3,5,756,3,175,2,0,5,9,60,0,2,80,89,704,3,1656,0,51,7,58,26,205,553,226,741,323,2,72,56,300,155,667,1019,321,117,271,358,112,41,226,95,62,215,199,97,66,152,86,1521,34,1707,908,232,517,841,302,223,153,589,1630,615,77,296,1338,353,191
2020/08/08 17:00:00+00,,0,0,61,20,65,3,5,761,3,175,2,0,5,9,60,0,2,81,89,709,3,1668,0,51,7,57,26,206,556,226,742,328,2,72,56,300,155,667,1022,322,117,272,360,113,41,227,96,63,215,202,97,66,154,86,1523,34,1721,911,234,521,846,305,223,154,590,1640,621,77,297,1345,372,192
2020/08/09 17:00:00+00,,0,0,61,20,65,3,4,763,3,175,2,0,5,9,60,0,2,82,89,711,3,1674,0,51,7,58,26,207,560,226,748,332,2,72,56,300,156,669,1030,322,118,273,362,113,41,228,97,64,215,205,97,66,157,86,1531,35,1729,921,234,526,849,306,223,158,590,1650,627,78,298,1352,376,193
2020/08/10 17:00:00+00,,0,0,62,20,65,4,4,778,3,175,2,0,5,9,60,0,2,84,89,725,3,1687,0,51,7,58,26,208,566,228,756,335,2,72,57,304,160,676,1044,323,118,275,367,112,41,233,99,64,217,206,98,64,164,89,1538,35,1750,940,237,531,855,307,223,160,593,1663,633,78,300,1364,378,194
2020/08/11 17:00:00+00,,0,0,62,21,65,5,4,794,4,178,2,0,5,9,60,0,2,86,89,737,3,1704,0,51,7,59,23,212,574,230,767,342,2,72,58,307,161,688,1059,323,120,280,372,115,44,234,102,65,220,215,98,67,167,90,1554,35,1763,952,242,534,867,311,224,161,600,1686,640,78,303,1381,391,195
2020/08/12 17:00:00+00,,0,0,62,21,65,5,4,798,5,180,2,0,5,9,62,0,2,87,90,743,3,1714,0,51,7,59,26,216,577,232,774,342,2,71,58,308,161,691,1063,332,122,281,375,116,44,235,103,64,221,217,99,67,168,90,1558,35,1771,962,247,536,870,312,224,165,604,1700,645,80,308,1393,402,196
2020/08/13 17:00:00+00,,0,0,62,21,65,6,4,818,5,181,2,0,5,9,62,0,2,90,92,754,3,1763,0,54,7,59,27,229,583,234,780,347,2,71,59,308,162,698,1078,334,123,285,379,117,45,237,102,64,225,220,99,69,167,92,1574,36,1785,980,256,538,877,321,228,166,604,1715,654,80,310,1402,407,197
2020/08/14 17:00:00+00,,0,0,63,21,65,6,4,821,5,179,2,0,5,9,63,0,2,94,94,756,3,1774,0,54,7,60,28,231,585,235,786,353,2,72,58,310,163,699,1080,335,124,290,384,117,46,238,102,64,227,225,99,69,169,92,1582,36,1795,983,263,545,884,327,229,170,608,1718,662,81,311,1413,408,198
2020/08/15 17:00:00+00,,0,0,64,21,66,6,4,835,5,180,2,0,5,9,64,0,2,94,94,759,3,1790,0,54,7,60,28,232,586,236,790,352,2,72,58,313,163,701,1085,339,125,291,390,118,46,238,102,66,227,226,100,69,169,92,1588,36,1807,987,265,551,887,329,229,170,610,1732,667,81,313,1418,412,199
2020/08/16 17:00:00+00,,0,0,64,21,66,6,4,840,5,180,2,0,5,9,63,0,2,94,94,764,3,1800,0,54,7,60,28,232,587,238,792,354,2,72,60,314,164,706,1099,341,126,293,391,118,46,238,102,67,229,226,100,69,169,93,1598,37,1818,995,269,554,894,330,229,171,613,1745,670,81,314,1428,412,200
2020/08/17 17:00:00+00,,0,0,64,21,67,6,4,851,5,180,2,0,6,9,63,0,2,95,95,770,3,1818,0,54,7,60,29,234,593,241,800,357,2,72,61,315,163,711,1107,344,130,297,394,118,47,238,102,68,231,232,101,71,171,96,1610,37,1853,1017,271,568,908,336,230,171,617,1756,681,82,317,1449,414,201
2020/08/18 17:00:00+00,,0,0,64,22,67,6,4,868,5,180,2,0,6,9,63,0,2,95,99,784,3,1845,0,54,7,60,30,237,602,246,813,359,2,73,62,317,164,721,1121,348,132,303,406,122,49,240,104,69,234,237,102,71,171,99,1631,38,1879,1037,281,576,922,344,231,173,616,1781,696,82,318,1469,422,202
2020/08/19 17:00:00+00,,0,0,65,22,67,6,4,876,5,180,2,0,6,9,64,0,2,95,100,791,3,1869,0,54,7,60,30,238,605,249,831,362,2,70,64,322,164,725,1130,352,133,305,411,122,50,242,104,73,235,248,117,72,174,100,1651,38,1904,1057,290,588,932,349,233,173,617,1801,698,84,319,1492,432,203
2020/08/20 17:00:00+00,,0,0,67,22,69,6,4,895,6,181,2,1,6,9,65,0,2,96,104,803,3,1888,0,55,7,59,30,238,608,256,837,366,2,70,65,327,165,729,1148,370,134,307,412,123,50,244,106,74,240,252,117,73,177,103,1662,38,1929,1073,301,597,939,355,236,171,619,1816,708,84,321,1507,434,204
2020/08/21 17:00:00+00,,0,0,69,22,70,6,4,908,6,181,2,1,6,9,65,0,2,96,105,819,3,1902,0,56,7,59,30,239,613,258,843,366,2,72,64,331,165,732,1149,391,134,308,413,123,51,247,107,75,242,256,120,73,180,103,1673,38,1951,1080,300,601,945,356,237,173,624,1825,719,84,322,1512,436,205
2020/08/22 17:00:00+00,,0,0,69,22,69,6,4,911,6,181,2,0,6,9,66,0,2,96,105,839,3,1908,0,55,7,59,30,239,612,259,845,369,2,72,64,332,165,735,1153,392,134,310,413,123,51,247,108,74,242,256,121,73,180,103,1675,38,1957,1087,302,602,946,356,239,174,624,1828,719,86,322,1516,436,206
2020/08/23 17:00:00+00,,0,0,69,22,69,6,4,914,6,181,2,0,6,9,66,0,2,96,104,839,3,1913,0,55,7,59,30,240,613,264,847,370,2,72,64,332,166,735,1154,395,134,314,415,123,52,249,109,74,244,260,121,73,181,105,1684,39,1968,1092,307,602,949,357,240,174,624,1837,722,86,322,1519,436,207
2020/08/24 17:00:00+00,,0,0,70,22,69,6,4,920,6,182,2,0,6,10,66,0,2,96,105,841,3,1924,0,55,7,59,30,241,616,266,855,371,2,74,64,333,168,737,1156,395,134,314,417,124,54,249,110,76,245,265,122,73,182,105,1695,39,1986,1101,309,608,952,360,243,174,630,1848,725,87,323,1525,437,208
2020/08/25 17:00:00+00,,0,0,71,22,70,6,4,924,6,181,2,0,6,9,68,0,2,98,105,841,3,1936,0,55,7,62,30,247,621,267,858,372,2,75,64,333,168,742,1158,401,136,315,417,124,54,252,110,77,249,266,122,74,183,106,1700,39,2000,1104,312,612,955,365,246,174,633,1854,732,87,323,1527,439,209
2020/08/26 17:00:00+00,,0,0,71,22,70,6,4,925,6,184,2,0,6,9,66,0,2,98,104,841,3,1951,0,56,7,62,29,253,623,269,858,374,2,75,66,334,167,741,1162,404,138,318,419,125,54,250,111,76,249,266,122,73,185,108,1708,39,2006,1109,313,614,960,364,249,176,634,1859,734,88,323,1535,441,210
2020/08/27 17:00:00+00,,0,0,71,22,70,6,4,928,6,185,3,0,6,9,66,0,2,98,104,843,3,1953,0,56,7,63,29,253,625,271,865,375,2,76,66,336,169,741,1163,406,139,318,424,124,54,251,111,77,250,268,122,74,187,109,1718,39,2022,1118,312,617,965,365,251,177,637,1868,742,88,326,1539,441,211
2020/08/28 17:00:00+00,,0,0,71,22,70,6,4,949,6,187,3,0,6,9,66,0,2,98,105,843,3,1961,0,56,7,63,28,253,625,271,866,375,2,77,66,340,169,742,1167,396,139,319,427,124,53,251,111,77,249,268,122,74,187,108,1721,39,2026,1120,313,621,970,366,251,180,639,1868,746,88,325,1539,447,212
2020/08/29 17:00:00+00,,0,0,71,22,70,6,4,950,6,186,3,0,6,9,66,0,2,98,105,843,3,1959,0,56,7,63,28,252,624,281,868,376,2,77,66,340,168,743,1167,395,140,321,426,124,53,251,111,77,249,269,122,74,186,107,1723,38,2027,1121,313,621,966,366,251,179,639,1873,745,88,325,1540,446,213
2020/08/30 17:00:00+00,,0,0,71,22,70,6,4,952,6,186,3,0,6,9,66,0,2,98,105,845,3,1961,0,56,7,64,28,253,624,281,869,377,2,77,66,340,169,745,1168,468,140,323,426,125,53,249,111,77,250,269,122,74,187,107,1725,38,2029,1123,312,622,969,366,251,180,639,1876,748,88,327,1543,450,214
2020/08/31 17:00:00+00,,0,0,71,22,70,6,4,938,6,186,3,0,6,11,66,0,2,98,105,847,3,1963,0,56,7,64,28,255,625,289,873,380,3,77,66,340,169,745,1169,485,140,324,427,125,53,251,111,78,251,272,122,74,189,108,1727,38,2034,1138,316,623,973,368,251,179,641,1880,750,89,329,1544,450,215
2020/09/01 17:00:00+00,,0,0,72,22,70,6,4,943,6,187,3,0,6,11,66,0,2,100,104,847,3,1965,0,57,7,65,28,256,625,288,878,378,3,77,66,340,169,745,1169,500,139,324,426,125,53,252,112,78,251,272,122,74,189,108,1728,38,2040,1139,317,626,975,368,250,179,644,1886,752,91,328,1550,452,216
2020/09/03 17:00:00+00,,0,0,72,22,70,6,4,947,6,191,3,0,6,9,66,0,2,100,104,852,3,1966,0,58,7,66,28,256,630,290,884,399,3,79,67,341,169,752,1176,508,140,326,427,125,57,256,116,78,254,273,123,74,192,111,1742,39,2052,1146,319,627,977,373,250,178,645,1895,756,82,329,1551,453,218
2020/09/04 17:00:00+00,,0,0,72,23,71,6,4,953,7,192,3,0,6,9,67,0,2,100,105,856,3,1975,0,58,7,67,28,257,635,291,888,411,4,79,68,340,169,757,1182,510,140,328,432,125,56,257,119,80,256,273,123,74,196,113,1751,39,2054,1154,319,631,981,375,251,180,647,1895,757,82,331,1555,455,219
2020/09/05 17:00:00+00,,0,0,72,22,71,6,4,955,7,194,3,0,6,9,68,0,3,102,105,857,3,1983,0,58,7,67,28,257,636,292,891,421,4,79,68,340,169,758,1185,511,140,328,432,126,56,259,120,82,256,272,124,76,197,114,1754,39,2057,1156,323,633,982,375,253,180,646,1897,758,85,331,1556,456,220
2020/09/06 17:00:00+00,,0,0,72,22,71,6,4,958,7,193,3,0,6,9,68,0,3,102,105,857,3,1983,0,58,7,66,28,258,637,292,892,438,4,79,68,341,169,758,1187,510,140,327,432,126,56,259,120,83,256,273,124,76,199,115,1755,39,2055,1155,324,633,982,376,254,181,647,1898,758,85,333,1557,456,221
2020/09/07 17:00:00+00,,0,0,72,22,71,6,4,958,7,197,3,0,6,9,68,0,3,103,105,859,3,1990,0,58,7,66,28,259,637,292,894,451,4,79,69,341,170,758,1189,512,141,327,432,127,56,260,122,84,257,274,124,76,198,114,1756,39,2057,1156,326,634,981,375,253,182,648,1909,758,86,335,1560,457,222
2020/09/08 17:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223
2020/09/09 17:00:00+00,,0,0,72,22,71,6,4,965,7,199,3,0,6,9,70,0,3,106,106,863,3,1998,0,60,7,68,28,261,645,293,896,468,3,79,69,345,170,760,1197,514,142,332,435,128,56,262,120,87,262,273,124,78,198,114,1763,40,2074,1168,331,640,991,377,255,183,650,1911,762,87,337,1570,458,224
2020/09/10 17:00:00+00,,0,0,72,22,71,6,4,965,7,199,3,0,6,9,70,0,3,105,111,863,3,2002,0,60,7,69,29,268,654,303,914,474,3,79,69,346,170,773,1200,514,142,340,437,129,56,265,121,88,263,279,129,86,200,122,1778,41,2087,1185,339,641,1000,386,255,186,651,1915,766,88,337,1575,460,1
2020/09/11 17:00:00+00,,1,0,72,22,71,6,4,968,7,199,3,0,6,9,68,0,3,105,112,865,3,2003,0,61,8,68,29,265,657,303,920,483,3,80,69,347,171,777,1203,514,142,341,437,130,56,269,123,89,262,285,129,87,202,123,1787,41,2099,1195,343,643,1004,388,255,187,651,1919,766,88,338,1577,461,2
2020/09/12 17:00:00+00,,1,0,72,22,71,6,4,969,7,199,3,0,6,9,68,0,3,106,112,867,3,2008,0,62,7,68,29,266,660,303,922,488,3,79,69,347,171,779,1204,515,143,342,437,130,57,268,126,90,262,286,130,87,205,126,1787,41,2102,1198,344,643,1007,390,255,187,652,1921,767,88,339,1580,462,3
2020/09/13 17:00:00+00,,1,0,72,22,71,6,4,973,7,199,3,1,6,9,68,0,3,106,113,870,3,2026,0,60,7,69,29,266,661,304,930,508,3,79,69,347,171,781,1205,515,143,342,437,130,57,273,129,90,262,290,132,87,207,126,1789,41,2106,1200,350,647,1009,389,257,188,653,1922,768,90,340,1584,467,4
2020/09/14 17:00:00+00,,1,0,72,22,71,6,4,975,7,199,1,1,6,9,69,0,3,107,113,871,3,2034,0,60,7,73,29,267,662,303,932,510,3,80,69,349,171,783,1210,515,145,344,437,134,57,275,130,90,263,290,133,87,207,126,1793,42,2109,1202,350,649,1014,390,257,188,654,1929,768,91,340,1587,467,5
2020/09/15 17:00:00+00,,1,0,73,22,72,6,4,980,7,201,1,1,7,9,71,0,3,106,115,874,3,2043,0,61,7,73,31,268,665,306,934,569,3,81,69,352,172,785,1211,515,146,346,439,136,59,276,130,91,263,291,133,87,207,127,1801,42,2120,1206,352,651,1020,394,258,189,656,1934,770,91,341,1594,470,6
2020/09/16 17:00:00+00,,1,0,74,22,73,6,4,980,7,202,1,1,7,9,72,0,3,106,115,876,3,2059,0,63,7,75,31,268,669,306,934,608,3,81,69,352,172,785,1212,517,149,346,442,139,59,277,130,91,265,291,134,87,208,129,1802,42,2124,1208,354,654,1028,395,258,192,657,1937,772,93,343,1598,469,7
2020/09/17 17:00:00+00,,1,0,74,22,73,6,4,983,7,202,1,1,7,9,72,0,3,106,115,881,3,2093,0,63,7,75,31,269,672,306,936,618,3,81,70,352,173,788,1217,518,149,347,442,140,60,278,129,92,265,292,135,87,210,130,1808,42,2129,1208,355,654,1030,396,258,192,658,1940,772,93,343,1604,471,8
2020/09/18 17:00:00+00,,1,0,75,22,74,11,4,986,7,202,1,1,7,9,72,0,3,106,115,883,3,2120,0,65,7,75,31,270,675,308,942,646,3,81,71,356,174,792,1218,519,149,347,444,140,60,279,129,92,269,294,134,89,210,130,1815,42,2137,1216,358,656,1030,399,260,193,658,1944,772,94,344,1611,472,9
2020/09/19 17:00:00+00,,1,0,75,22,85,11,9,985,7,202,6,1,37,9,72,10,3,108,116,892,3,2353,0,100,7,76,46,272,680,311,948,650,3,87,72,356,179,802,1224,525,149,348,470,146,60,279,131,93,273,296,134,90,216,133,1823,42,2141,1222,358,659,1034,399,261,192,660,1987,773,94,345,1624,476,10
2020/09/20 17:00:00+00,,0,0,74,22,74,11,4,985,7,202,1,1,7,9,72,0,3,106,115,885,3,2124,0,65,7,75,31,272,675,313,946,653,3,81,72,356,174,794,1219,519,149,348,447,140,60,280,130,92,269,296,134,90,211,132,1821,42,2139,1219,358,658,1032,399,261,192,658,1949,773,94,345,1612,475,11
2020/09/21 17:00:00+00,,0,0,74,24,89,11,11,990,7,203,8,1,49,10,72,14,3,107,115,893,3,2444,0,114,7,75,52,273,686,312,946,683,7,89,72,357,175,802,1220,526,153,349,477,148,60,281,132,92,271,296,135,91,213,132,1822,42,2142,1221,366,661,1036,401,264,193,660,1996,775,95,347,1624,479,12
2020/09/22 17:00:00+00,,0,0,74,23,75,11,4,992,7,203,1,1,6,10,72,0,3,107,115,885,3,2147,0,65,7,75,31,274,679,312,949,686,7,82,72,359,175,796,1222,519,153,349,450,141,60,281,131,91,272,296,135,91,215,132,1824,42,2147,1223,369,662,1038,402,265,194,662,1959,776,95,348,1622,479,13
2020/09/24 17:00:00+00,,0,0,74,23,76,11,4,1000,7,203,1,1,6,10,72,0,3,108,115,888,3,2176,,66,7,75,31,276,685,313,959,708,8,82,72,360,176,806,1225,522,156,349,452,144,61,282,136,94,278,301,137,91,223,133,1838,42,2163,1232,371,666,1049,410,269,196,662,1975,780,95,354,1637,488,15
2020/09/25 17:00:00+00,,0,0,74,24,76,11,4,1004,7,204,1,1,6,10,72,0,3,111,115,888,3,2213,,69,7,78,32,279,687,315,961,713,9,82,72,360,177,805,1227,523,156,354,454,145,61,283,136,96,291,307,137,91,229,137,1843,42,2172,1240,373,667,1050,411,273,197,663,1981,785,96,354,1637,492,16
2020/09/26 17:00:00+00,,0,0,74,24,77,11,4,1004,7,204,1,1,6,10,72,0,3,111,114,891,3,2220,,69,7,81,32,279,689,315,963,715,9,82,72,360,177,805,1230,524,158,357,454,145,61,284,137,96,292,308,137,91,229,137,1848,42,2172,1241,374,669,1054,411,274,198,665,1982,785,96,353,1635,497,17
2020/09/27 17:00:00+00,,0,0,74,24,77,11,4,1006,7,204,1,1,6,10,72,0,3,111,114,894,3,2233,,69,7,87,32,280,691,316,969,722,9,82,72,360,177,812,1231,526,160,358,455,146,62,287,139,97,295,309,137,91,232,138,1855,42,2180,1246,377,669,1058,413,277,199,665,1985,789,96,353,1637,500,18
2020/09/28 17:00:00+00,,0,0,74,24,77,13,4,1011,7,204,1,1,6,10,73,0,3,112,114,895,3,2239,,70,7,87,32,280,692,317,971,728,10,83,72,360,178,815,1231,526,161,361,457,147,63,289,144,97,295,313,138,91,236,139,1860,42,2184,1249,379,672,1065,414,277,200,666,1986,789,96,353,1640,502,19
2020/09/29 17:00:00+00,,0,0,74,24,78,13,4,1013,7,205,1,1,6,10,74,0,3,114,114,895,3,2251,,71,7,86,33,280,693,321,973,733,10,83,73,361,177,816,1234,530,161,361,460,147,64,289,145,100,296,313,138,91,236,140,1861,42,2186,1253,380,671,1066,415,277,200,666,1991,792,97,355,1640,503,20
2020/09/30 17:00:00+00,,1,0,74,24,76,13,4,1013,7,206,1,1,6,10,75,0,3,116,114,896,3,2254,,72,7,86,32,281,694,322,975,758,10,83,73,362,179,818,1239,531,161,361,461,148,64,292,146,102,298,316,138,91,236,139,1863,44,2188,1254,379,672,1068,415,282,200,668,1995,793,97,356,1645,504,21
2020/10/01 17:00:00+00,,1,0,74,24,76,13,4,1014,7,205,1,1,6,10,74,1,3,117,114,897,3,2264,,72,7,86,33,282,694,323,977,764,10,84,74,362,179,819,1241,531,162,362,461,148,64,291,146,102,298,316,138,91,237,139,1865,44,2191,1259,382,672,1068,416,283,200,668,2002,793,97,357,1651,505,22
2020/10/02 17:00:00+00,,1,0,74,24,77,13,4,1014,7,205,1,1,7,10,74,1,3,118,114,900,3,2268,,72,7,86,33,285,695,324,979,764,10,84,75,362,180,820,1243,531,162,364,462,148,64,295,147,104,298,317,139,91,237,139,1877,44,2194,1262,383,674,1069,418,284,200,668,2008,795,97,357,1655,506,23
2020/10/03 17:00:00+00,,1,0,74,24,77,13,4,1014,8,204,1,1,6,10,75,0,3,119,114,903,3,2281,,72,7,88,33,286,696,324,980,769,10,84,75,364,180,823,1244,532,162,367,463,148,69,299,150,107,301,318,139,91,239,141,1883,44,2198,1267,383,676,1078,417,290,202,666,2008,799,97,359,1659,508,24
2020/10/04 17:00:00+00,,1,0,74,24,77,13,4,1014,8,205,1,1,6,10,75,0,3,120,114,903,3,2287,,72,7,88,33,286,697,325,981,775,10,84,75,364,180,824,1244,533,162,369,463,148,69,301,151,108,302,320,139,91,239,142,1885,44,2199,1267,384,676,1079,420,294,202,666,2009,799,97,359,1659,509,25
